haltestelle;gps_x;gps_y;anfragen_durchschnittsmonat
Neu-Isenburg-Zeppelinheim Heideweg;8.617359;50.032626;100
Hanau Nordstraße;8.921639;50.138182;100
Idstein Dammühlenweg;8.26614;50.223584;100
Seeheim-Jugenheim-Seeheim Tannenbergstraße;8.645204;49.763538;100
Hanau-Mittelbuchen Lützelbuchener Straße;8.894665;50.179007;100
Bersenbrück;;;100
Darmstadt Waldspirale;;;100
Marburg Wilhelmsplatz;;;100
Frankfurt (Main) Josef-Bautz-Straße;8.642606;50.195574;100
Bad Homburg v.d.H. Seedammweg;8.631814;50.223091;100
Kiedrich Sonnenlandstraße;8.080637;50.040047;100
Eschborn Gewerbegebiet Ost/Niederurseler Allee;8.579244;50.144167;100
Laufach;9.277827;50.010662;100
Seligenstadt-Klein-Welzheim Schillerstraße;9.002693;50.040941;100
Oberursel (Taunus) Mainstraße;8.570919;50.213205;100
Hanau Schwedenstraße;8.909877;50.144426;100
Wien Hauptbahnhof;16.377113;48.185101;100
Birstein-Wüstwillenroth Birsteiner Straße;9.326008;50.421748;100
Seeheim-Jugenheim-Seeheim Tannenstraße;8.642681;49.772584;100
Wiesbaden-Delkenheim Rathausplatz;8.362108;50.047287;100
Bad Homburg v.d.H.-Kirdorf Viktoriaweg;8.616037;50.233415;100
Wiesbaden-Biebrich Mainstraße;8.240012;50.038452;100
Hanau-Großauheim Rue de Conflans;8.955436;50.10556;100
Hofheim am Taunus-Marxheim Kassernstraße;8.431396;50.073589;100
Hofheim am Taunus-Wildsachsen Am Seyenbach;8.361451;50.11518;100
Gießen Sophie-Scholl-Schule;8.724245;50.590717;100
S Spandau Bhf (Berlin);13.197551;52.534577;100
Bad Homburg v.d.H. Kaiser-Wilhelms-Bad;8.627993;50.229687;100
Friedberg (Hessen) Burgfeld;8.747671;50.344289;100
Offenbach (Main)-Carl-Ulrich-Siedlung A.-F.-Schule;8.764927;50.083665;100
Wiesbaden Weidenbornstraße/JUVZ;8.252663;50.06253;100
Frankfurt (Main) Eschborner Landstraße West;8.591492;50.130186;100
Flörsheim (Main)-Wicker Alte Goldbornschule;8.403857;50.029474;100
Bad Homburg v.d.H. Gartenfeldstraße;8.594883;50.234777;100
Bruchköbel Kirleweg;8.921936;50.170646;100
Friedrichsdorf-Burgholzhausen Königsteiner Straße;8.673859;50.25394;100
Eppstein-Ehlhalten Königsteiner Straße;8.369736;50.174822;100
Wiesbaden Berliner Straße;8.257764;50.071629;100
Rüsselsheim-Königstädten Konrad-Adenauer-Ring;8.4457;49.9686;100
Gießen Waldstadion;8.706124;50.58785;100
Kiel Hbf;10.131813;54.314577;100
Wiesbaden-Biebrich Kahle Mühle P+R;8.216697;50.06243;100
Oberursel (Taunus) Steinmühlenweg;8.56794;50.206356;100
Wiesbaden-Delkenheim Mühlberg;8.35953;50.045457;100
Reiskirchen-Saasen Bahnhof;8.881968;50.594255;100
Hanau-Mittelbuchen Büchertalstraße;8.879621;50.176502;100
Geisenheim-Johannisberg Schloßheide;7.974325;50.010274;100
Hanau Friedrich-Ebert-Anlage;8.920423;50.129307;100
Wiesbaden-Klarenthal Theodor-Haubach-Straße;8.200934;50.085071;100
Roßdorf-Gundernhausen Nordhäuser Straße;8.781358;49.868932;100
Dreieich-Buchschlag Liebknechtstraße;8.6724;50.021133;100
Offenbach (Main)-Westend Tulpenhofstraße;8.75511;50.09869;100
Bad Homburg v.d.H. Meiereiberg;8.607945;50.225477;100
Schöllkrippen;9.244185;50.08607;100
Hanau-Großauheim Rauschsiedlung;8.944592;50.108329;100
Hanau-Großauheim Wolfstraße;8.963081;50.10665;100
Solms-Albshausen Bahnhof;8.434788;50.545346;100
Rosbach v.d. Höhe-Ober-Rosbach Raiffeisenstraße;8.688458;50.29573;100
Rüsselsheim Ernst-Barlach-Straße;8.447945;49.989311;100
Wiesbaden-Dotzheim Sonnenblumenweg;8.183868;50.064832;100
Großenlüder Bahnhof;9.550664;50.592983;100
Groß-Zimmern B.-v.-Suttner-Str;8.830176;49.878588;100
Frankfurt (Main) Haeberlinstraße;8.657066;50.15157;100
Messel Sudetenstraße;8.743433;49.931928;100
Eschborn Heinrich-von-Kleist-Schule;8.565576;50.148774;100
Ober-Ramstadt Alter Markt;8.748048;49.826419;100
Wiesbaden Raiffeisenplatz;8.273388;50.066716;100
Aachen, Hbf;6.091499;50.7678;100
Riedstadt-Goddelau Gesundheitszentrum;8.501717;49.830937;100
Pfungstadt Europakreisel;8.589984;49.809501;100
Weiterstadt-Braunshardt Schloß;8.568248;49.915064;100
Bretzenheim, Backhaushohl;8.244154;49.988997;100
Wiesbaden-Dotzheim Nordstrander Straße;8.205757;50.064215;100
Maintal-Hochstadt Hauptstraße;8.830989;50.152447;100
Bad Vilbel-Gronau Vilbeler Straße;8.778765;50.193085;100
Mühltal-Nieder-Ramstadt Im Hag;8.698679;49.822873;100
Klingenberg (Main);9.176667;49.781491;100
Heidelberg, Altstadt;;;100
Marburg-Wehrda Ernst-Lemmer-Straße;;;100
Bretzenheim, H.-v.-Bingen Str.;;;100
Hochheim (Main) Am Schänzchen;8.351382;50.021079;100
Marburg Philippshaus;;;100
Fulda Hochschule;;;100
Gießen City Center;;;100
Darmstadt Hauptzollamt;8.623561;49.861825;100
Weiterstadt-Schneppenhausen Feuerwehr;8.582403;49.928615;100
Wiesbaden Ruhbergstraße;8.227839;50.091029;100
Hanau Pumpstation;8.900206;50.129422;100
Groß-Gerau AOK/Post;8.485712;49.914903;100
Dreieich-Götzenhain Hainer Weg;8.725041;50.000537;100
Friedberg (Hessen) Ockstädter Straße;8.748229;50.334464;100
Grävenwiesbach-Heinzenberg Sportplatzstraße;8.401951;50.380744;100
Egelsbach Leipziger Straße;8.671238;49.96444;100
Frankfurt (Main) Mühlheimer Straße;8.773723;50.118717;100
Rodgau-Weiskirchen Anhalter Straße;8.891505;50.052511;100
Egelsbach Boschring;8.671217;49.961415;100
Offenbach (Main)-Offenbach Ost Grenzstraße;8.783953;50.099839;100
Drais, Daniel-Brendel-Straße;8.193285;49.979686;100
Weisenau, Am Viktorstift;8.292043;49.984386;100
Kronberg (Taunus) Freiherr-vom-Stein-Straße;8.521061;50.179185;100
Limeshain-Rommelhausen Himbacher Straße;8.973412;50.260835;100
Frankfurt (Main) Schnappbornweg;8.705923;50.093528;100
Mainz, Landtag;8.271492;50.006354;100
Frankfurt (Main) Am Bächelchen;8.756189;50.154652;100
Frankfurt (Main) Chemisches Werk;8.593899;50.090323;100
Frankfurt (Main) Gerbermühle;8.723988;50.105349;100
Kelkheim (Taunus)-Ruppertshain Am Rosenwald;8.400437;50.177452;100
Schmitten-Arnoldshain Hegewiese;8.482813;50.249949;100
Karben-Groß-Karben Hallenfreizeitbad;8.76757;50.23182;100
Mainz, Lessingstraße;8.255268;50.006083;100
Heusenstamm-Rembrücken Obertshäuser Straße;8.852648;50.047546;100
Hofheim am Taunus-Langenhain Paulinenweg;8.40074;50.101705;100
Oberhausen Hbf;6.851518;51.474552;100
Rosbach v.d.Höhe-Ober-Rosbach Marktplatz;8.690281;50.303619;100
Mainz, Neubrunnenplatz/Römerp.;8.266109;50.002005;100
Ebersheim, Töngeshof;8.254921;49.91628;100
Linsengericht-Eidengesäß Ringstraße;9.226563;50.18255;100
Wiesbaden-Klarenthal Moriz-Marxheimer-Straße;8.202744;50.092271;100
Darmstadt Hochschulstadion;8.674174;49.861609;100
Mühlheim (Main)-Lämmerspiel Hausener Straße;8.860405;50.092917;100
Romrod-Zell Bahnhof;9.20014;50.727517;100
Rodenbach-Niederrodenbach Vorm Stichel;9.030175;50.143332;100
Rüsselsheim-Bauschheim Burgundenring;8.378249;49.964833;100
Oberursel (Taunus) Eppsteiner Straße;8.57969;50.20435;100
Friedberg (Hessen) Kaiserstraße;8.752922;50.335469;100
Darmstadt Mainzer Straße;8.635709;49.879575;100
Neu-Isenburg Friedensallee;8.688027;50.058077;100
Frankfurt (Main) Bethmannpark;8.691836;50.117621;100
Gießen Heyerweg;8.713487;50.589016;100
Heuchelheim Haag;8.627792;50.582884;100
Pforzheim Hauptbahnhof;8.702771;48.894011;100
Weilmünster ZOB;8.374915;50.433948;100
Egelsbach Woogstraße;8.670982;49.967172;100
Hünstetten-Görsroth Kirche;8.213001;50.22619;100
Rüsselsheim-Königstädten Nauheimer Straße;8.450118;49.962117;100
Leun-Stockhausen Bahnhof;8.324854;50.540434;100
Rüsselsheim Böcklinstraße;8.449754;49.991091;100
Dietzenbach Steinbergkreisel;8.783298;50.023078;100
Brensbach-Wersau Ortsmitte;8.863383;49.778596;100
Obertshausen-Hausen Rathaus;8.863696;50.078167;100
Gießen Richard-Wagner-Straße;8.661736;50.570906;100
Mörfelden-Walldorf-Walldorf Mörfelder Straße;8.569677;49.996263;100
Offenbach (Main)-Offenbach Ost Kettelerstraße/Aldi;8.78685;50.10826;100
Oberursel (Taunus) Dillstraße;8.568545;50.213848;100
Hanau-Mittelbuchen Wachenbuchener Straße;8.886312;50.176725;100
Hanau-Steinheim Feuerwehr;8.908132;50.113462;100
Marienborn (Mz), Wiesenstr.;8.226906;49.96276;100
Rüsselsheim Brandenburger Straße;8.446422;49.985263;100
Aschaffenburg, Hauptbahnhof/ROB;9.141272;49.980174;100
Gelnhausen-Roth Leipziger Straße;9.156568;50.206862;100
Kelkheim (Taunus)-Münster Altes Rathaus;8.46332;50.126249;100
Raunheim Am Schifferstück;8.445722;50.004337;100
Alzenau Nord;9.051694;50.089606;100
Bruchköbel-Niederissigheim Issigheimer Straße;8.932502;50.19235;100
Dreieich-Dreieichenhain Burg Hayn;8.715024;50.00205;100
Mainz, Mombacher Tor;8.244702;50.009868;100
Bad Homburg v.d.H. Stettiner Straße;8.599752;50.224046;100
Darmstadt Hilpertstraße;8.626839;49.86252;100
Dreieich-Buchschlag Falltorweg;8.662441;50.025659;100
Neu-Isenburg Bahnhofstraße;8.670085;50.053712;100
Schlangenbad-Georgenborn Mainstraße;8.121313;50.088393;100
Hanau Nussallee;8.911823;50.136111;100
Hanau-Steinheim Pfaffenbrunnenstraße;8.902486;50.115467;100
Niedernhausen Nesselweg;8.325831;50.161711;100
Mombach, Eintrachthalle;8.232536;50.01933;100
Dreieich-Sprendlingen Hegelstraße;8.686909;50.029287;100
Schwalbach (Taunus) Bremer Straße/Waldfriedhof;8.521739;50.161094;100
Neu-Isenburg Birkenweg;8.7039;50.043141;100
Taunusstein-Wehen Walkmühlstraße;8.202452;50.151521;100
Taunusstein-Wehen Waldstraße;8.194721;50.152357;100
Buseck-Beuern Untergasse;;;100
Egelsbach Weedstraße;8.670594;49.969959;100
Mainz, Synagogenplatz;8.259087;50.008513;100
Königstein (Taunus) Kuckucksweg;8.464874;50.171491;100
Oberursel (Taunus) Willy-Brandt-Straße;8.598854;50.206584;100
Kronberg (Taunus) Jaminstraße;8.506298;50.183887;100
Linsengericht-Altenhaßlau Denkmal;9.200456;50.190366;100
Türkismühle;7.115057;49.580631;100
Darmstadt-Arheilgen Am Trinkbrunnenpfad;8.669026;49.910873;100
Eisenach Hbf;10.332061;50.976953;100
Nidderau-Erbstadt Hauptstraße;8.865882;50.266465;100
Frankfurt (Main) Rudererdorf;8.718169;50.104972;100
Leun Lahnbahnhof;8.365287;50.539949;100
Eppstein-Vockenhausen Goldbachstraße;8.380347;50.147121;100
Heusenstamm Ostendstraße;8.813232;50.058822;100
Wiesbaden-Biebrich Steinberger Straße;8.234789;50.060126;100
Gonsenheim,  An der Krimm;8.214261;50.009021;100
Rüsselsheim-Bauschheim Am Steinmarkt;8.388203;49.966872;100
Hartenberg, Ketteler-Kolleg;8.237977;50.002255;100
Lerchenberg, ZDF;8.202831;49.960171;100
Freigericht-Somborn Schwalbengrund;9.124225;50.137551;100
Frankfurt (Main) Buchrainstraße;8.724615;50.097143;100
Trebur-Geinsheim Diamantstraße;8.404853;49.888701;100
Friedrichsdorf-Burgholzhausen Alter Friedhof;8.675166;50.257715;100
Taunusstein-Wehen Berliner Straße;8.181707;50.153656;100
Schmitten Philosophenweg;8.441466;50.269154;100
Hartenberg, Südwestrundfunk;8.246319;50.003327;100
Niddatal-Bönstadt Ortsmitte;8.844293;50.287176;100
Rückersbacher Schlucht;9.057376;50.019613;100
Bochum Hbf;7.223422;51.47864;100
Neu-Isenburg Offenbacher Straße;8.701332;50.054255;100
Dreieich-Sprendlingen Sudetenring;8.690803;50.033568;100
Niedernhausen Weißdornweg;8.313537;50.167455;100
Königstein (Taunus) Friedhof;8.464269;50.191195;100
Hechtsheim, Jägerhaus;8.271379;49.97145;100
Lerchenberg, Medienberg;8.210435;49.961408;100
Drais, Curt-Goetz-Straße;8.195866;49.974591;100
Alsbach-Hähnlein-Alsbach Am Hinkelstein;8.614095;49.740442;100
Hochheim (Main) Hallenbad;8.357232;50.016551;100
Offenbach (Main)-Offenbach Ost Mühlheimer Straße;8.785359;50.105614;100
Rodgau-Jügesheim Allensteiner Straße;8.875848;50.021824;100
Roßdorf Dieburger Straße;8.762262;49.859746;100
Paderborn Hbf;8.740952;51.713074;100
Heuchelheim Bahnstraße;8.635494;50.583839;100
Hanau Ikea;8.944971;50.149814;100
Frankfurt (Main) Jugenheimer Straße;8.638456;50.083628;100
Bad Homburg v.d.H.-Ober-Erlenbach Steinmühle;8.666701;50.232879;100
Sulzbach (Taunus) Taunusstraße;8.531434;50.137759;100
Bad Homburg v.d.H.-Dornholzhausen Gotisches Haus;8.575233;50.233767;100
Egelsbach Bachgrund;8.676397;49.972357;100
Gießen Wolfstraße;8.68968;50.584675;100
Seligenstadt Westring;8.962469;50.039829;100
Hainburg-Hainstadt Feldstraße;8.939605;50.082646;100
Gießen Landgericht;;;100
Waldems-Bermbach Steinmorgen;8.310205;50.237627;100
Linsengericht-Großenhausen Ortsmitte;9.190805;50.15986;100
Hofheim, Bahnhof;8.409227;49.659345;100
Bad Vilbel Niddaplatz;8.740323;50.180312;100
Hanau-Klein-Auheim Reitweg;8.920297;50.103339;100
Hanau Wartburgstraße;8.934552;50.126065;100
Hanau-Wolfgang Pioneer Park;8.949251;50.124545;100
Frankfurt (Main) Ludwigshafener Straße;8.541474;50.099909;100
Offenbach (Main)-Musikerviertel Arndtstraße;8.759308;50.094851;100
Wiesbaden-Biebrich Landesdenkmal;8.24351;50.05478;100
Offenbach (Main)-Carl-Ulrich-Siedlung Neus. Str.;8.769536;50.079377;100
Gießen-Kleinlinden Wetzlarer Straße;8.649248;50.561745;100
Freigericht-Neuses Waldblick;9.143418;50.128845;100
Ingolstadt Hbf;11.437359;48.744616;100
Wiesbaden-Bierstadt Zieglerstraße;8.277672;50.084643;100
Neu-Anspach-Anspach Weilstraße;8.505502;50.288215;100
Wiesbaden-Medenbach Kirschenbergstraße;8.338432;50.107459;100
Bad Nauheim Friedrich-Ebert-Platz;8.738143;50.359818;100
Kirn, Bahnhof;7.464736;49.785782;100
Bad Nauheim-Nieder-Mörlen In den Nußgärten;8.729756;50.380865;100
Weiterstadt-Riedbahn Wiesenstraße;8.616206;49.887869;100
Laubach Busbahnhof;8.986278;50.541383;100
Wöllstadt-Ober-Wöllstadt Rathaus;8.751683;50.29688;100
Freigericht-Horbach Dorfstraße;9.160865;50.139493;100
Niedernhausen Am Fuchsbau;8.314226;50.169729;100
Dreieich-Offenthal Philipp-Köppen-Halle;8.745246;49.98187;100
Oberursel (Taunus) An der Waldlust;8.544369;50.215526;100
Neuberg-Rüdigheim Rathausstraße;8.976014;50.203123;100
Nauheim Schillerstraße;8.447056;49.948166;100
Mainz, Hechtsheimer Straße;8.279351;49.988045;100
Bielefeld Hbf;8.532878;52.029427;100
Bad Soden (Taunus) Am Carlusbaum;8.497355;50.135522;100
MG Hbf /Europaplatz;6.446297;51.196895;100
Liederbach (Taunus)-Niederhofheim Am Nußbaum;8.480518;50.122192;100
Rüsselsheim Wiener Straße;8.412115;49.982583;100
Sprendlingen, Bahnhof;7.98147;49.859419;100
Wiesbaden An der Dietenmühle;8.257227;50.090731;100
Bad Nauheim-Steinfurth Schulstraße;8.743621;50.401236;100
Wiesbaden-Biebrich Heppenheimerstraße;8.24352;50.040848;100
Mainz, Schott AG;8.243545;50.015265;100
Bretzenheim (Mz),H.v.-B.-Str.;8.234165;49.984177;100
Marburg Universitätsklinikum;;;100
Marburg-Wehrda Sachsenring;;;100
Birstein Busbahnhof;9.312167;50.350964;100
Bad Nauheim Hochwaldkrankenhaus;8.730104;50.356664;100
Gießen Steinstraße;;;100
Bruchköbel-Roßdorf Blochbachstraße;8.911605;50.194273;100
Schmitten-Arnoldshain Sandplacken;8.487581;50.244616;100
Offenbach (Main)-Mathildenviertel Diakoniezentrum;8.774622;50.107531;100
Mombach, Am Polygon;8.213623;50.014979;100
HD-Pfaffengrund/Wieblingen;8.641316;49.411991;100
Wiesbaden Landeshaus;8.237969;50.072375;100
Raunheim Messeplatz;8.463175;50.013473;100
Hofheim am Taunus-Diedenbergen Dachsweg;8.423219;50.062909;100
Homburg (Saar) Hbf;7.33656;49.327717;100
Rüsselsheim-Bauschheim Sporthalle;8.372953;49.962673;100
Friedberg (Hessen)-Fauerbach Denkmal;8.77079;50.329189;100
Pfungstadt Odenwaldstraße;8.615386;49.800036;100
Schmitten-Arnoldshain Forsthaus;8.458155;50.265605;100
Hainburg-Klein-Krotzenburg Ostring;8.970891;50.067077;100
Limeshain-Himbach Am Zentrum;8.988144;50.258787;100
Offenbach (Main)-Carl-Ulrich-Siedlung Pommernstr.;8.772447;50.081185;100
Marburg Brüder-Grimm-Straße;;;100
Neustadt, Hauptbahnhof;8.141364;49.349565;100
Bad Soden (Taunus)-Neuenhain Eichenstraße;8.499196;50.155493;100
Trebur Tannenweg;8.412061;49.929473;100
Groß-Gerau Brüsseler Ring;8.473378;49.907633;100
Maintal-Dörnigheim Gewerbegebiet Ost;8.865053;50.132335;100
Offenbach (Main)-Bieber Waldhofstraße;8.820422;50.083674;100
Bad Homburg v.d.H.-Kirdorf Theodor-Storm-Straße;8.618774;50.23639;100
Heusenstamm Levi-Strauß-Allee;8.820188;50.056738;100
Wolfsburg Hauptbahnhof;10.787796;52.429362;100
Ebersheim, Neugasse;8.244779;49.913309;100
Bad Soden (Taunus)-Neuenhain Katholische Kirche;8.490017;50.156001;100
Hanau-Wolfgang Technologiepark;8.970171;50.125091;100
Bischofsheim Ringstraße;8.352762;49.985014;100
Bad Homburg v.d.H.-Gonzenheim Kinzigstraße;8.640634;50.226085;100
Wiesbaden-Biebrich Glarusstraße;8.24221;50.034565;100
Heusenstamm Berliner Straße;8.784566;50.053342;100
Bruchköbel Altes Rathaus;8.921951;50.178651;100
Nidda-Bad Salzhausen Bahnhof;8.980103;50.418844;100
Oberursel (Taunus) Große Kurve;8.479038;50.227048;100
Mühltal-Traisa;8.696004;49.834795;100
Neu-Isenburg Spessartstraße;8.689549;50.045203;100
Kelsterbach Mauerstraße;8.53025;50.072107;100
Hanau-Großauheim Vosswaldestraße;8.969168;50.107281;100
Weiterstadt Feuerwehrhaus;8.60144;49.901584;100
Braunfels-Leun/Braunfels Bahnhof;8.369056;50.539345;100
Gelnhausen-Höchst Leipziger Allee;9.231471;50.207151;100
Oberursel (Taunus) Karl-Hermann-Flach-Straße;8.595528;50.203938;100
Darmstadt Schiebelhuthweg;8.640969;49.854057;100
Friedrichsdorf-Seulberg Bleichstraße;8.649001;50.243089;100
Hanau Johann-Carl-Koch-Straße;8.941391;50.143196;100
Friedrichsdorf Saalburgstraße/Dillinger Straße;8.628414;50.258501;100
Kronberg (Taunus) Sodener Stock;8.525;50.173015;100
Finthen, Gemarkungsgrenze;8.188118;49.996319;100
Obertshausen Schulzentrum;8.85668;50.071951;100
Offenbach (Main)-Carl-Ulrich-Siedlung Dietzenb Str;8.766105;50.078017;100
Wöllstadt-Ober-Wöllstadt Gießener Straße;8.751626;50.301015;100
Gießen Max-Reger-Straße;8.658472;50.569323;100
Riedstadt-Leeheim Erfelder Straße;8.44007;49.856567;100
Usingen-Eschbach Friedhof;8.538404;50.356728;100
Gedern Altes Rathaus;9.197755;50.423728;100
Büttelborn-Worfelden Bürgerhaus;8.545868;49.931144;100
Seeheim-Jugenheim-Malchen;8.648873;49.790295;100
Taunusstein-Wehen Marktplatz;8.188095;50.153238;100
Wiesbaden-Biebrich Karawankenstraße;8.218847;50.058001;100
Bad Vilbel-Heilsberg Danziger Straße;8.712025;50.17388;100
Marienborn (Mainz), VRM;8.210963;49.960422;100
Frankfurt (Main) Schafheckstraße;8.730718;50.097957;100
Seligenstadt-Froschhausen Anne-Frank-Straße;8.941352;50.05439;100
Hartenberg, An der Dreispitz;8.241495;49.997373;100
Hanau Amphitheater;8.887036;50.127765;100
Bad Homburg v.d.H.-Kirdorf Im Lehmkautsfeld;8.603135;50.244524;100
Langen (Hessen) Oberer Steinberg;8.689964;49.982707;100
Trebur-Geinsheim Mittelpfad;8.397177;49.889353;100
Langen (Hessen) Post (Ersatz);8.671853;49.990793;100
Bad Soden (Taunus)-Neuenhain Friedhof;8.498469;50.156632;100
Weiterstadt-Riedbahn Am Dornbusch/Einkaufszentrum;8.607359;49.88926;100
Rödermark-Ober-Roden Friedhof;8.822645;49.98436;100
Ober-Ramstadt-Modau Kirchstraße;8.738151;49.798368;100
Friedrichsdorf-Seulberg Vilbeler Straße;8.652535;50.241282;100
Mainz, Marienh. Klinik. Mainz;8.26935;49.988721;100
Schöneck-Oberdorfelden Nidderauer Straße;8.823456;50.197139;100
Erlenbach (Main);9.154711;49.8043;100
Frankfurt (Main) Peterskirche;8.683892;50.117969;100
Bruchköbel Innerer Ring;8.920142;50.180381;100
Dreieich-Sprendlingen Benzstraße;8.697881;50.031186;100
Bockenheim, Mitte;8.18111;49.607363;100
Friedrichsdorf Ökosiedlung;8.643538;50.261376;100
Friedberg (Hessen)-Ockstadt Am Leihgraben;8.723661;50.331271;100
Eppertshausen Nord;8.840165;49.950824;100
Frankfurt (Main) Intzestraße;8.731782;50.111535;100
Münster (Hessen) Frankfurter Straße;8.858485;49.92771;100
Rüsselsheim Paul-Hessemer-Straße;8.401377;49.980175;100
Offenbach (Main)-Bieber Industriegebiet;8.838418;50.083723;100
Friedberg (Hessen) Süd;8.746639;50.320346;100
Offenbach (Main)-Kaiserlei Fachackerweg;8.734211;50.108372;100
Mörfelden-Walldorf-Walldorf Waldstraße;8.570348;50.003058;100
Bretzenheim, St. Bernhard;8.245633;49.977316;100
Biedenkopf-Wallau (Lahn) Bahnhof;;;100
Hanau Weiherfeld;8.908757;50.148556;100
Bad Homburg v.d.H.-Gonzenheim Haberweg;8.639097;50.219841;100
Bretzenheim, Albert-Stohr-Str.;8.249468;49.977045;100
Frankfurt (Main) Staustufe Ost;8.726925;50.110077;100
Darmstadt Kahlertstraße;8.647505;49.879904;100
Ortenberg-Bleichenbach Bahnhof;9.052067;50.319989;100
Frankfurt (Main) Berger Warte;8.739818;50.159791;100
Hammersbach-Langen-Bergheim Hanauer Straße;8.997127;50.236393;100
Wiesthal;9.440731;50.017197;100
Biederitz;;;100
Wiesbaden-Klarenthal Klosterweg;8.200725;50.08676;100
Oberursel (Taunus)-Oberstedten Landwehr;8.566461;50.226601;100
Eppstein-Bremthal Hessenring;8.351813;50.143558;100
Sulzbach (Main);9.14671;49.917854;100
Rüsselsheim-Königstädten Erbacher Straße;8.459969;49.962765;100
Wiesbaden Kreuzkirche;8.220913;50.089554;100
Villmar-Weyer Ortsmitte;8.22469;50.366955;100
Rüsselsheim-Königstädten Weinheimer Straße;8.460062;49.965723;100
Wiesbaden Nerobergstraße;8.234441;50.09337;100
Hofheim am Taunus Chinon Center;8.448052;50.086593;100
Groß-Zimmern Johannes-Ohl-Straße;8.820486;49.87278;100
Mainz, Zahlbach;8.252396;49.986925;100
Bad Homburg v.d.H. Seedammbad;8.632771;50.224317;100
Dreieich-Sprendlingen Voltastraße;8.701167;50.030188;100
Bretzenheim, Draiser Straße;8.241183;49.984993;100
Hanau-Mittelbuchen Am Schwaberg;8.883759;50.17879;100
Oberursel (Taunus) TaunaBad;8.565209;50.207812;100
Gießen Naturwissenschaften;8.675684;50.569629;100
Mörfelden-Walldorf-Mörfelden Hessenring;8.579683;49.981901;100
Mainz, Hindenburgplatz;8.264752;50.005845;100
Egelsbach Karl-Nahrgang-Straße;8.669158;49.973088;100
Wiesbaden Kirchgasse;8.238875;50.080355;100
Wiesbaden-Klarenthal Hermann-Brill-Straße;8.195415;50.090886;100
Taunusstein-Neuhof Brita;8.2126;50.165381;100
Schwalbach (Taunus) Fußgängerbrücke;8.516427;50.161126;100
Niederdorfelden Bahnhofstraße;8.807195;50.19375;100
Büttelborn-Worfelden An der Trift;8.550843;49.931621;100
Florstadt-Nieder-Florstadt Friedberger Landstraße;8.857415;50.321726;100
Solms-Burgsolms Bahnhof;8.406702;50.545435;100
Hofheim am Taunus Hattersheimer Straße;8.453511;50.082659;100
Offenbach (Main)-Mathildenviertel Kasernenstraße;8.773606;50.102085;100
Trebur-Astheim Kirche;8.382744;49.933808;100
Bad Homburg v.d.H.-Dornholzhausen Tannenwaldweg;8.577078;50.235841;100
Königstein (Taunus)-Mammolshain Am Hasensprung;8.491579;50.169143;100
Frankfurt (Main) Schielestraße West;8.735016;50.116937;100
Hofheim am Taunus-Wallau Nassaustraße;8.381479;50.070682;100
Neu-Isenburg Rathenau-/Frankfurter Straße;8.69264;50.042033;100
Herborn-Burg Nord DB;8.307712;50.699893;100
Oberursel (Taunus) Im Heidegraben;8.564698;50.215555;100
Riedstadt-Goddelau Rathaus;8.498134;49.835294;100
Wertheim, Bahnhof;9.513002;49.761911;100
Egelsbach Morgensternstraße;8.66931;49.953911;100
Darmstadt Hofgut Oberfeld;8.682081;49.873121;100
Hagen Hbf;7.46049;51.362783;100
Kelsterbach Kelstergrund;8.529598;50.066629;100
Darmstadt-Kranichstein Institutszentrum;8.680772;49.903088;100
Rüsselsheim A.-von-Menzel-Straße;8.446143;49.991977;100
Darmstadt Maulbeerallee;8.654901;49.898308;100
Wiesbaden Freizeitbad/Velvets Theater;8.25534;50.058257;100
Hechtsheim, Carl-Zeiss-Str.;8.269383;49.963346;100
Rödermark-Urberach Fachmarktzentrum;8.802556;49.976373;100
Bad Nauheim-Nieder-Mörlen Frauenwaldstraße;8.724644;50.381163;100
Schmitten-Dorfweil;8.454451;50.27986;100
Neuberg-Ravolzhausen Rüdigheimer Straße;8.991822;50.190836;100
Wiesbaden-Sonnenberg Bergstraße;8.260232;50.097066;100
Hünstetten-Wallrabenstein Feldgasse;8.228309;50.268043;100
Pohlheim-Garbenteich Bahnhof;8.744971;50.540503;100
Weisenau, Alter Friedhof;8.295754;49.981354;100
Flörsbachtal-Lohrhaupten Lohrer Straße;9.478787;50.124834;100
Schöneck-Kilianstädten Uferstraße;8.836921;50.20331;100
Mombach, Auf der Langen Lein;8.22438;50.016224;100
Wiesbaden Eigenheim;8.24921;50.097616;100
Königstein (Taunus)-Falkenstein Auf dem Seif;8.480493;50.195642;100
Löhnberg Bahnhof;8.274546;50.509708;100
Köln Süd Bf;6.937545;50.927473;100
Langenselbold Sieb;9.047779;50.176122;100
Frankfurt (Main) Grazer Weg;8.73312;50.098286;100
Gießen Hessenhalle;8.661495;50.588722;100
Freigericht-Bernbach Raiffeisenbank;9.145636;50.154536;100
Reinheim-Zeilhard Roßbergring;8.790893;49.848091;100
Waldsolms-Brandoberndorf Bahnhof;8.493966;50.43171;100
Bad Soden (Taunus)-Altenhain Kreuz;8.472924;50.157382;100
Gelnhausen-Meerholz Am Bruchweg;9.136621;50.182619;100
Wiesbaden Willy-Brandt-Allee/VHS;8.225686;50.069639;100
Stockstadt (Rhein) Schloßmühle;8.467467;49.799743;100
Lorsch, Bahnhof;8.565845;49.658894;100
